log_date,request_type,platform,channel,locale,incremental,count
2019-02-01,tbid,l,a,??,,1
2019-02-01,tbid,l,a,ar,,7
2019-02-01,tbid,l,a,ca,,5
2019-02-01,tbid,l,a,cs,,14
2019-02-01,tbid,l,a,da,,4
2019-02-01,tbid,l,a,de,,8
2019-02-01,tbid,l,a,el,,7
2019-02-01,tbid,l,a,en-US,,50
2019-02-01,tbid,l,a,es-ES,,11
2019-02-01,tbid,l,a,fa,,12
2019-02-01,tbid,l,a,fr,,15
2019-02-01,tbid,l,a,ga-IE,,5
2019-02-01,tbid,l,a,he,,9
2019-02-01,tbid,l,a,hu,,8
2019-02-01,tbid,l,a,id,,6
2019-02-01,tbid,l,a,is,,8
2019-02-01,tbid,l,a,it,,11
2019-02-01,tbid,l,a,ja,,7
2019-02-01,tbid,l,a,ka,,13
2019-02-01,tbid,l,a,ko,,8
2019-02-01,tbid,l,a,nb-NO,,6
2019-02-01,tbid,l,a,nl,,9
2019-02-01,tbid,l,a,pl,,5
2019-02-01,tbid,l,a,pt-BR,,7
2019-02-01,tbid,l,a,ru,,20
2019-02-01,tbid,l,a,sv-SE,,4
2019-02-01,tbid,l,a,tr,,6
2019-02-01,tbid,l,a,vi,,6
2019-02-01,tbid,l,a,zh-CN,,7
2019-02-01,tbid,l,a,zh-TW,,4
2019-02-01,tbid,l,r,??,,1
2019-02-01,tbid,l,r,ar,,22
2019-02-01,tbid,l,r,ca,,12
2019-02-01,tbid,l,r,da,,4
2019-02-01,tbid,l,r,de,,184
2019-02-01,tbid,l,r,en-US,,2041
2019-02-01,tbid,l,r,es-ES,,101
2019-02-01,tbid,l,r,fa,,8
2019-02-01,tbid,l,r,fr,,111
2019-02-01,tbid,l,r,ga-IE,,2
2019-02-01,tbid,l,r,he,,6
2019-02-01,tbid,l,r,id,,13
2019-02-01,tbid,l,r,is,,8
2019-02-01,tbid,l,r,it,,52
2019-02-01,tbid,l,r,ja,,13
2019-02-01,tbid,l,r,ko,,5
2019-02-01,tbid,l,r,nb-NO,,4
2019-02-01,tbid,l,r,nl,,18
2019-02-01,tbid,l,r,pl,,25
2019-02-01,tbid,l,r,pt-BR,,50
2019-02-01,tbid,l,r,ru,,205
2019-02-01,tbid,l,r,sv-SE,,6
2019-02-01,tbid,l,r,tr,,8
2019-02-01,tbid,l,r,vi,,4
2019-02-01,tbid,l,r,zh-CN,,13
2019-02-01,tbid,l,r,zh-TW,,8
2019-02-01,tbid,m,a,ar,,4
2019-02-01,tbid,m,a,ca,,2
2019-02-01,tbid,m,a,cs,,4
2019-02-01,tbid,m,a,da,,1
2019-02-01,tbid,m,a,de,,6
2019-02-01,tbid,m,a,el,,3
2019-02-01,tbid,m,a,en-US,,27
2019-02-01,tbid,m,a,es-ES,,2
2019-02-01,tbid,m,a,fa,,5
2019-02-01,tbid,m,a,fr,,5
2019-02-01,tbid,m,a,ga-IE,,3
2019-02-01,tbid,m,a,he,,3
2019-02-01,tbid,m,a,hu,,2
2019-02-01,tbid,m,a,id,,2
2019-02-01,tbid,m,a,is,,6
2019-02-01,tbid,m,a,it,,2
2019-02-01,tbid,m,a,ja,,3
2019-02-01,tbid,m,a,ka,,4
2019-02-01,tbid,m,a,ko,,5
2019-02-01,tbid,m,a,nb-NO,,3
2019-02-01,tbid,m,a,nl,,2
2019-02-01,tbid,m,a,pt-BR,,3
2019-02-01,tbid,m,a,ru,,13
2019-02-01,tbid,m,a,sv-SE,,5
2019-02-01,tbid,m,a,tr,,2
2019-02-01,tbid,m,a,vi,,5
2019-02-01,tbid,m,a,zh-CN,,3
2019-02-01,tbid,m,a,zh-TW,,4
2019-02-01,tbid,m,r,ar,,13
2019-02-01,tbid,m,r,ca,,8
2019-02-01,tbid,m,r,da,,3
2019-02-01,tbid,m,r,de,,100
2019-02-01,tbid,m,r,en-US,,1382
2019-02-01,tbid,m,r,es-ES,,62
2019-02-01,tbid,m,r,fa,,3
2019-02-01,tbid,m,r,fr,,49
2019-02-01,tbid,m,r,ga-IE,,2
2019-02-01,tbid,m,r,he,,2
2019-02-01,tbid,m,r,id,,7
2019-02-01,tbid,m,r,is,,4
2019-02-01,tbid,m,r,it,,27
2019-02-01,tbid,m,r,ja,,10
2019-02-01,tbid,m,r,ko,,5
2019-02-01,tbid,m,r,nb-NO,,3
2019-02-01,tbid,m,r,nl,,10
2019-02-01,tbid,m,r,pl,,10
2019-02-01,tbid,m,r,pt-BR,,28
2019-02-01,tbid,m,r,ru,,136
2019-02-01,tbid,m,r,sv-SE,,4
2019-02-01,tbid,m,r,tr,,4
2019-02-01,tbid,m,r,vi,,4
2019-02-01,tbid,m,r,zh-CN,,26
2019-02-01,tbid,m,r,zh-TW,,5
2019-02-01,tbid,w,a,ar,,6
2019-02-01,tbid,w,a,ca,,6
2019-02-01,tbid,w,a,cs,,8
2019-02-01,tbid,w,a,da,,7
2019-02-01,tbid,w,a,de,,23
2019-02-01,tbid,w,a,el,,8
2019-02-01,tbid,w,a,en-US,,103
2019-02-01,tbid,w,a,es-ES,,10
2019-02-01,tbid,w,a,fa,,8
2019-02-01,tbid,w,a,fr,,13
2019-02-01,tbid,w,a,ga-IE,,2
2019-02-01,tbid,w,a,he,,9
2019-02-01,tbid,w,a,hu,,4
2019-02-01,tbid,w,a,id,,5
2019-02-01,tbid,w,a,is,,5
2019-02-01,tbid,w,a,it,,9
2019-02-01,tbid,w,a,ja,,7
2019-02-01,tbid,w,a,ka,,3
2019-02-01,tbid,w,a,ko,,4
2019-02-01,tbid,w,a,nb-NO,,3
2019-02-01,tbid,w,a,nl,,3
2019-02-01,tbid,w,a,pl,,4
2019-02-01,tbid,w,a,pt-BR,,13
2019-02-01,tbid,w,a,ru,,125
2019-02-01,tbid,w,a,sv-SE,,6
2019-02-01,tbid,w,a,tr,,8
2019-02-01,tbid,w,a,vi,,6
2019-02-01,tbid,w,a,zh-CN,,14
2019-02-01,tbid,w,a,zh-TW,,13
2019-02-01,tbid,w,r,ar,,77
2019-02-01,tbid,w,r,ca,,19
2019-02-01,tbid,w,r,da,,22
2019-02-01,tbid,w,r,de,,536
2019-02-01,tbid,w,r,en-US,,11396
2019-02-01,tbid,w,r,es-ES,,1095
2019-02-01,tbid,w,r,fa,,31
2019-02-01,tbid,w,r,fr,,391
2019-02-01,tbid,w,r,ga-IE,,13
2019-02-01,tbid,w,r,he,,13
2019-02-01,tbid,w,r,id,,37
2019-02-01,tbid,w,r,is,,10
2019-02-01,tbid,w,r,it,,218
2019-02-01,tbid,w,r,ja,,67
2019-02-01,tbid,w,r,ko,,58
2019-02-01,tbid,w,r,nb-NO,,9
2019-02-01,tbid,w,r,nl,,58
2019-02-01,tbid,w,r,pl,,140
2019-02-01,tbid,w,r,pt-BR,,289
2019-02-01,tbid,w,r,ru,,1727
2019-02-01,tbid,w,r,sv-SE,,26
2019-02-01,tbid,w,r,tr,,59
2019-02-01,tbid,w,r,vi,,18
2019-02-01,tbid,w,r,zh-CN,,233
2019-02-01,tbid,w,r,zh-TW,,92
2019-02-01,tbsd,l,a,??,,4
2019-02-01,tbsd,l,a,ar,,7
2019-02-01,tbsd,l,a,ca,,9
2019-02-01,tbsd,l,a,cs,,6
2019-02-01,tbsd,l,a,da,,6
2019-02-01,tbsd,l,a,de,,5
2019-02-01,tbsd,l,a,el,,11
2019-02-01,tbsd,l,a,en-US,,8
2019-02-01,tbsd,l,a,es-ES,,8
2019-02-01,tbsd,l,a,fa,,8
2019-02-01,tbsd,l,a,fr,,10
2019-02-01,tbsd,l,a,ga-IE,,6
2019-02-01,tbsd,l,a,he,,6
2019-02-01,tbsd,l,a,hu,,11
2019-02-01,tbsd,l,a,id,,9
2019-02-01,tbsd,l,a,is,,13
2019-02-01,tbsd,l,a,it,,11
2019-02-01,tbsd,l,a,ja,,9
2019-02-01,tbsd,l,a,ka,,9
2019-02-01,tbsd,l,a,ko,,8
2019-02-01,tbsd,l,a,nb-NO,,4
2019-02-01,tbsd,l,a,nl,,8
2019-02-01,tbsd,l,a,pl,,9
2019-02-01,tbsd,l,a,pt-BR,,7
2019-02-01,tbsd,l,a,ru,,7
2019-02-01,tbsd,l,a,sv-SE,,8
2019-02-01,tbsd,l,a,tr,,6
2019-02-01,tbsd,l,a,vi,,9
2019-02-01,tbsd,l,a,zh-CN,,6
2019-02-01,tbsd,l,a,zh-TW,,3
2019-02-01,tbsd,l,r,??,,2
2019-02-01,tbsd,l,r,ar,,19
2019-02-01,tbsd,l,r,ca,,9
2019-02-01,tbsd,l,r,da,,6
2019-02-01,tbsd,l,r,de,,95
2019-02-01,tbsd,l,r,en-US,,729
2019-02-01,tbsd,l,r,es-ES,,26
2019-02-01,tbsd,l,r,fa,,9
2019-02-01,tbsd,l,r,fr,,48
2019-02-01,tbsd,l,r,ga-IE,,6
2019-02-01,tbsd,l,r,he,,5
2019-02-01,tbsd,l,r,id,,8
2019-02-01,tbsd,l,r,is,,7
2019-02-01,tbsd,l,r,it,,16
2019-02-01,tbsd,l,r,ja,,12
2019-02-01,tbsd,l,r,ko,,7
2019-02-01,tbsd,l,r,nb-NO,,8
2019-02-01,tbsd,l,r,nl,,5
2019-02-01,tbsd,l,r,pl,,16
2019-02-01,tbsd,l,r,pt-BR,,8
2019-02-01,tbsd,l,r,ru,,64
2019-02-01,tbsd,l,r,sv-SE,,5
2019-02-01,tbsd,l,r,tr,,3
2019-02-01,tbsd,l,r,vi,,5
2019-02-01,tbsd,l,r,zh-CN,,5
2019-02-01,tbsd,l,r,zh-TW,,3
2019-02-01,tbsd,m,a,ar,,4
2019-02-01,tbsd,m,a,cs,,1
2019-02-01,tbsd,m,a,da,,3
2019-02-01,tbsd,m,a,de,,3
2019-02-01,tbsd,m,a,el,,3
2019-02-01,tbsd,m,a,en-US,,17
2019-02-01,tbsd,m,a,es-ES,,1
2019-02-01,tbsd,m,a,fa,,3
2019-02-01,tbsd,m,a,fr,,4
2019-02-01,tbsd,m,a,ga-IE,,3
2019-02-01,tbsd,m,a,he,,5
2019-02-01,tbsd,m,a,hu,,3
2019-02-01,tbsd,m,a,id,,2
2019-02-01,tbsd,m,a,is,,2
2019-02-01,tbsd,m,a,it,,4
2019-02-01,tbsd,m,a,ja,,5
2019-02-01,tbsd,m,a,ka,,8
2019-02-01,tbsd,m,a,ko,,6
2019-02-01,tbsd,m,a,nb-NO,,6
2019-02-01,tbsd,m,a,nl,,3
2019-02-01,tbsd,m,a,pl,,5
2019-02-01,tbsd,m,a,pt-BR,,2
2019-02-01,tbsd,m,a,ru,,5
2019-02-01,tbsd,m,a,sv-SE,,1
2019-02-01,tbsd,m,a,tr,,4
2019-02-01,tbsd,m,a,vi,,5
2019-02-01,tbsd,m,a,zh-CN,,5
2019-02-01,tbsd,m,a,zh-TW,,6
2019-02-01,tbsd,m,r,ar,,4
2019-02-01,tbsd,m,r,ca,,6
2019-02-01,tbsd,m,r,da,,8
2019-02-01,tbsd,m,r,de,,15
2019-02-01,tbsd,m,r,en-US,,63
2019-02-01,tbsd,m,r,es-ES,,9
2019-02-01,tbsd,m,r,fa,,3
2019-02-01,tbsd,m,r,fr,,4
2019-02-01,tbsd,m,r,ga-IE,,3
2019-02-01,tbsd,m,r,he,,1
2019-02-01,tbsd,m,r,id,,3
2019-02-01,tbsd,m,r,is,,3
2019-02-01,tbsd,m,r,it,,2
2019-02-01,tbsd,m,r,ja,,1
2019-02-01,tbsd,m,r,ko,,1
2019-02-01,tbsd,m,r,nb-NO,,1
2019-02-01,tbsd,m,r,nl,,6
2019-02-01,tbsd,m,r,pl,,4
2019-02-01,tbsd,m,r,pt-BR,,3
2019-02-01,tbsd,m,r,ru,,10
2019-02-01,tbsd,m,r,sv-SE,,2
2019-02-01,tbsd,m,r,tr,,3
2019-02-01,tbsd,m,r,vi,,2
2019-02-01,tbsd,m,r,zh-CN,,3
2019-02-01,tbsd,m,r,zh-TW,,4
2019-02-01,tbsd,w,a,ar,,7
2019-02-01,tbsd,w,a,ca,,11
2019-02-01,tbsd,w,a,cs,,8
2019-02-01,tbsd,w,a,da,,8
2019-02-01,tbsd,w,a,de,,4
2019-02-01,tbsd,w,a,el,,9
2019-02-01,tbsd,w,a,en-US,,15
2019-02-01,tbsd,w,a,es-ES,,5
2019-02-01,tbsd,w,a,fa,,6
2019-02-01,tbsd,w,a,fr,,9
2019-02-01,tbsd,w,a,ga-IE,,9
2019-02-01,tbsd,w,a,he,,10
2019-02-01,tbsd,w,a,hu,,6
2019-02-01,tbsd,w,a,id,,7
2019-02-01,tbsd,w,a,is,,8
2019-02-01,tbsd,w,a,it,,8
2019-02-01,tbsd,w,a,ja,,15
2019-02-01,tbsd,w,a,ka,,7
2019-02-01,tbsd,w,a,ko,,8
2019-02-01,tbsd,w,a,nb-NO,,4
2019-02-01,tbsd,w,a,nl,,9
2019-02-01,tbsd,w,a,pl,,10
2019-02-01,tbsd,w,a,pt-BR,,6
2019-02-01,tbsd,w,a,ru,,12
2019-02-01,tbsd,w,a,sv-SE,,5
2019-02-01,tbsd,w,a,tr,,3
2019-02-01,tbsd,w,a,vi,,2
2019-02-01,tbsd,w,a,zh-CN,,8
2019-02-01,tbsd,w,a,zh-TW,,7
2019-02-01,tbsd,w,r,ar,,14
2019-02-01,tbsd,w,r,ca,,12
2019-02-01,tbsd,w,r,da,,9
2019-02-01,tbsd,w,r,de,,25
2019-02-01,tbsd,w,r,en-US,,191
2019-02-01,tbsd,w,r,es-ES,,26
2019-02-01,tbsd,w,r,fa,,8
2019-02-01,tbsd,w,r,fr,,17
2019-02-01,tbsd,w,r,ga-IE,,6
2019-02-01,tbsd,w,r,he,,5
2019-02-01,tbsd,w,r,id,,6
2019-02-01,tbsd,w,r,is,,10
2019-02-01,tbsd,w,r,it,,17
2019-02-01,tbsd,w,r,ja,,4
2019-02-01,tbsd,w,r,ko,,5
2019-02-01,tbsd,w,r,nb-NO,,3
2019-02-01,tbsd,w,r,nl,,4
2019-02-01,tbsd,w,r,pl,,8
2019-02-01,tbsd,w,r,pt-BR,,10
2019-02-01,tbsd,w,r,ru,,33
2019-02-01,tbsd,w,r,sv-SE,,5
2019-02-01,tbsd,w,r,tr,,6
2019-02-01,tbsd,w,r,vi,,6
2019-02-01,tbsd,w,r,zh-CN,,11
2019-02-01,tbsd,w,r,zh-TW,,6
2019-02-01,tbup,l,a,??,,9
2019-02-01,tbup,l,a,de,,36
2019-02-01,tbup,l,a,en-US,,294
2019-02-01,tbup,l,a,es-ES,,25
2019-02-01,tbup,l,a,fr,,8
2019-02-01,tbup,l,a,it,,1
2019-02-01,tbup,l,a,ja,,4
2019-02-01,tbup,l,a,nl,,2
2019-02-01,tbup,l,a,pl,,1
2019-02-01,tbup,l,a,pt-BR,,6
2019-02-01,tbup,l,a,ru,,27
2019-02-01,tbup,l,a,sv-SE,,1
2019-02-01,tbup,l,a,tr,,1
2019-02-01,tbup,l,a,zh-CN,,1
2019-02-01,tbup,l,h,??,,6
2019-02-01,tbup,l,o,??,,62
2019-02-01,tbup,l,r,??,,3
2019-02-01,tbup,l,r,ar,,17
2019-02-01,tbup,l,r,ca,,5
2019-02-01,tbup,l,r,da,,3
2019-02-01,tbup,l,r,de,,1749
2019-02-01,tbup,l,r,en-US,,17398
2019-02-01,tbup,l,r,es-ES,,422
2019-02-01,tbup,l,r,fa,,9
2019-02-01,tbup,l,r,fr,,691
2019-02-01,tbup,l,r,id,,2
2019-02-01,tbup,l,r,it,,295
2019-02-01,tbup,l,r,ja,,62
2019-02-01,tbup,l,r,ko,,8
2019-02-01,tbup,l,r,nb-NO,,2
2019-02-01,tbup,l,r,nl,,71
2019-02-01,tbup,l,r,pl,,94
2019-02-01,tbup,l,r,pt-BR,,109
2019-02-01,tbup,l,r,ru,,1324
2019-02-01,tbup,l,r,sv-SE,,4
2019-02-01,tbup,l,r,tr,,15
2019-02-01,tbup,l,r,zh-CN,,43
2019-02-01,tbup,l,r,zh-TW,,3
2019-02-01,tbup,m,a,??,,2
2019-02-01,tbup,m,a,ar,,6
2019-02-01,tbup,m,a,cs,,1
2019-02-01,tbup,m,a,da,,1
2019-02-01,tbup,m,a,de,,36
2019-02-01,tbup,m,a,en-US,,361
2019-02-01,tbup,m,a,es-ES,,7
2019-02-01,tbup,m,a,fa,,1
2019-02-01,tbup,m,a,fr,,19
2019-02-01,tbup,m,a,it,,15
2019-02-01,tbup,m,a,ko,,1
2019-02-01,tbup,m,a,nl,,8
2019-02-01,tbup,m,a,pt-BR,,1
2019-02-01,tbup,m,a,ru,,69
2019-02-01,tbup,m,a,sv-SE,,3
2019-02-01,tbup,m,a,tr,,3
2019-02-01,tbup,m,a,zh-CN,,7
2019-02-01,tbup,m,a,zh-TW,,3
2019-02-01,tbup,m,r,??,,157
2019-02-01,tbup,m,r,ar,,9
2019-02-01,tbup,m,r,ca,,16
2019-02-01,tbup,m,r,da,,4
2019-02-01,tbup,m,r,de,,2227
2019-02-01,tbup,m,r,en-US,,24407
2019-02-01,tbup,m,r,es-ES,,398
2019-02-01,tbup,m,r,fr,,870
2019-02-01,tbup,m,r,id,,4
2019-02-01,tbup,m,r,it,,433
2019-02-01,tbup,m,r,ko,,16
2019-02-01,tbup,m,r,nb-NO,,9
2019-02-01,tbup,m,r,nl,,114
2019-02-01,tbup,m,r,pl,,63
2019-02-01,tbup,m,r,pt-BR,,60
2019-02-01,tbup,m,r,ru,,2866
2019-02-01,tbup,m,r,sv-SE,,32
2019-02-01,tbup,m,r,tr,,14
2019-02-01,tbup,m,r,zh-CN,,119
2019-02-01,tbup,m,r,zh-TW,,13
2019-02-01,tbup,w,a,ar,,84
2019-02-01,tbup,w,a,ca,,1
2019-02-01,tbup,w,a,cs,,11
2019-02-01,tbup,w,a,de,,167
2019-02-01,tbup,w,a,el,,4
2019-02-01,tbup,w,a,en-US,,863
2019-02-01,tbup,w,a,es-ES,,46
2019-02-01,tbup,w,a,fa,,6
2019-02-01,tbup,w,a,fr,,27
2019-02-01,tbup,w,a,hu,,7
2019-02-01,tbup,w,a,id,,2
2019-02-01,tbup,w,a,it,,41
2019-02-01,tbup,w,a,ja,,48
2019-02-01,tbup,w,a,ko,,8
2019-02-01,tbup,w,a,nb-NO,,1
2019-02-01,tbup,w,a,nl,,11
2019-02-01,tbup,w,a,pl,,9
2019-02-01,tbup,w,a,pt-BR,,20
2019-02-01,tbup,w,a,ru,,1185
2019-02-01,tbup,w,a,sv-SE,,6
2019-02-01,tbup,w,a,tr,,8
2019-02-01,tbup,w,a,vi,,5
2019-02-01,tbup,w,a,zh-CN,,53
2019-02-01,tbup,w,a,zh-TW,,7
2019-02-01,tbup,w,r,ar,,351
2019-02-01,tbup,w,r,ca,,29
2019-02-01,tbup,w,r,da,,47
2019-02-01,tbup,w,r,de,,17417
2019-02-01,tbup,w,r,en-US,,129656
2019-02-01,tbup,w,r,es-ES,,7564
2019-02-01,tbup,w,r,fa,,346
2019-02-01,tbup,w,r,fr,,5972
2019-02-01,tbup,w,r,ga-IE,,2
2019-02-01,tbup,w,r,he,,26
2019-02-01,tbup,w,r,id,,108
2019-02-01,tbup,w,r,is,,2
2019-02-01,tbup,w,r,it,,3206
2019-02-01,tbup,w,r,ja,,1673
2019-02-01,tbup,w,r,ko,,374
2019-02-01,tbup,w,r,nb-NO,,32
2019-02-01,tbup,w,r,nl,,1594
2019-02-01,tbup,w,r,pl,,1681
2019-02-01,tbup,w,r,pt-BR,,2061
2019-02-01,tbup,w,r,pt-PT,,15
2019-02-01,tbup,w,r,ru,,55940
2019-02-01,tbup,w,r,sv-SE,,143
2019-02-01,tbup,w,r,tr,,1105
2019-02-01,tbup,w,r,vi,,63
2019-02-01,tbup,w,r,zh-CN,,1237
2019-02-01,tbup,w,r,zh-TW,,257
2019-02-01,tbur,l,a,sv-SE,f,1
2019-02-01,tbur,l,r,nb-NO,f,1
2019-02-01,tbur,m,r,ru,f,1
2019-02-01,tbur,w,r,de,f,1
2019-02-01,tbur,w,r,de,t,1
2019-02-01,tbur,w,r,en-US,f,4
2019-02-01,tbur,w,r,fr,f,1
2019-02-01,tbur,w,r,pl,t,1
2019-02-01,tbur,w,r,ru,f,6
2019-02-01,twdph,,,,,56315
2019-02-01,twhph,,,,,32525
2019-02-02,tbid,l,a,??,,4
2019-02-02,tbid,l,a,ar,,15
2019-02-02,tbid,l,a,ca,,14
2019-02-02,tbid,l,a,cs,,12
2019-02-02,tbid,l,a,da,,13
